SEED,DATA_No,motor_torque,magnet_area
0,53,0.130816771,27.9907874
0,55,0.16258873,22.61675195
0,56,0.086143253,21.17339145
0,57,0.130237653,26.46918135
0,59,0.049450998,16.41158532
0,61,0.050247553,16.72368358
0,62,0.175642875,27.77191508
0,63,0.039479602,17.02648455
0,64,0.057876688,17.85261909
0,65,0.055007689,19.02452966
0,66,0.138172346,25.63464058
0,67,0.098533856,24.42885945
0,68,0.179690096,35.59739637
0,69,0.063859892,17.34745795
0,71,0.080652297,16.31170588
0,72,0.153306769,29.66561327
0,73,0.142529371,24.11775016
0,74,0.092587175,24.04370721
0,75,0.168708833,36.87819043
0,77,0.157623347,27.78780962
0,79,0.059558131,15.93035381
0,80,0.049581568,13.80440023
0,81,0.175179363,37.85905785
0,82,0.149138763,27.44387284
0,83,0.092606337,16.08531366
0,84,0.135206902,21.5371539
0,85,0.019894955,13.40519825
0,86,0.029696204,14.73644121
0,87,0.161597821,33.1604959
0,89,0.121827885,24.30491503
0,90,0.147059747,21.39020048
0,91,0.034734817,11.94764479
0,92,0.179101695,29.9712625
0,93,0.178645657,31.9160391
0,94,0.043932427,15.03685618
0,95,0.120473426,27.41150954
0,96,0.090806665,13.64954167
0,97,0.134618397,24.99931031
0,98,0.164839249,30.93656635
0,99,0.154948229,25.64781691
1,0,0.18143851,36.46063815
1,1,0.111322712,25.76504659
1,2,0.171952631,27.00743198
1,3,0.083721147,13.63618041
1,4,0.098721573,20.2923028
1,5,0.176496088,29.78469897
1,7,0.105706507,25.64886496
1,8,0.111958334,20.74944324
1,9,0.145382542,28.37755938
1,11,0.118425857,17.68066785
1,13,0.111725151,25.48983826
1,14,0.168484146,30.00561218
1,15,0.168777435,24.51403199
1,17,0.147959639,22.41468059
1,19,0.170398265,34.41899192
1,20,0.122036271,23.68529813
1,21,0.172765884,33.52067819
1,22,0.108669792,19.62876004
1,23,0.174826527,36.05085975
1,25,0.122799791,25.47512869
1,26,0.118797724,18.55120061
1,27,0.140413049,17.74910634
1,28,0.134131412,21.93070264
1,29,0.170659407,31.55940029
1,30,0.168753562,35.65111374
1,31,0.161062482,27.82513454
1,32,0.176979272,33.02226337
1,35,0.150534244,27.38120465
1,36,0.061950349,20.03149694
1,37,0.084508921,19.09442298
1,38,0.180711398,35.03089084
1,39,0.178860374,37.32944556
1,40,0.084774305,21.08499835
1,41,0.105242021,22.17127742
1,42,0.034547722,14.38251938
1,44,0.085835688,21.74392069
1,45,0.030098943,13.87497941
1,46,0.131035898,27.73155267
1,47,0.152860968,31.8900951
1,48,0.019316426,11.51387153
1,49,0.141892574,29.57736227
1,50,0.170156065,30.35967409
1,51,0.157281548,29.04198511
1,52,0.125638533,28.12259706
1,54,0.11343315,24.62996491
1,55,0.150771637,25.54976857
1,56,0.125609427,23.94181602
1,57,0.058432015,17.42495034
1,58,0.085022243,20.61206243
1,59,0.063467256,19.53794154
1,60,0.034646433,14.70460994
1,61,0.063050426,19.79224406
1,62,0.039688144,12.83792994
1,63,0.012556431,12.13723718
1,64,0.160091161,33.85286737
1,65,0.08723961,21.3554264
1,66,0.116217793,25.10619704
1,68,0.144822962,26.14364819
1,69,0.074798901,18.06458097
1,71,0.180047251,32.31719861
1,72,0.134274948,28.27595492
1,74,0.108406082,15.02938617
1,75,0.149465,29.10133665
1,78,0.164814957,32.66354306
1,79,0.094441734,24.48724862
1,80,0.043617697,12.58367026
1,81,0.070448559,14.45549553
1,82,0.156545841,32.67464915
1,83,0.057220994,19.21347356
1,84,0.123531843,23.57558568
1,86,0.136826042,22.15766843
1,87,0.081089442,22.7470851
1,88,0.0508961,16.86315899
1,89,0.045721331,14.14788843
1,90,0.046927913,14.11481822
1,91,0.168386006,33.99761467
1,92,0.064577177,13.42838289
1,93,0.144403463,22.53363509
1,94,0.161064833,30.75747399
1,95,0.088856689,17.24208216
1,96,0.120940851,19.00389404
1,97,0.169699567,29.2748748
1,98,0.142931493,20.02399559
1,99,0.085679852,21.40771161
2,0,0.015636135,12.90535831
2,1,0.116262693,17.95498054
2,2,0.072821708,14.52835772
2,3,0.156452412,24.18108096
2,5,0.122075993,20.8732365
2,6,0.036006914,16.3159122
2,7,0.039814934,15.64353532
2,8,0.064324647,16.44339075
2,9,0.171505159,26.82023761
2,10,0.151411879,30.93316858
2,11,0.168775223,25.25343692
2,12,0.022594628,11.30873062
2,14,0.106788389,15.13520273
2,15,0.165663194,27.9674173
2,16,0.179119843,35.84759048
2,17,0.084172606,23.218291
2,18,0.16861876,35.25014866
2,19,0.170216776,33.99711706
2,20,0.135485668,21.58826049
2,21,0.078940718,19.63193171
2,22,0.147125936,28.99983598
2,23,0.066807752,15.49397621
2,24,0.087084727,23.15121523
2,26,0.181337858,36.65809267
2,28,0.17122107,35.5654223
2,29,0.119069934,26.55816047
2,30,0.180254792,35.27934998
2,32,0.073746021,20.31764053
2,33,0.180921122,33.03008992
2,34,0.075942008,21.40510082
2,37,0.071533178,14.6641324
2,40,0.06273679,13.58568746
2,41,0.163063151,32.8279168
2,42,0.1636941,33.44403292
2,43,0.123383028,26.28312338
2,44,0.10750124,23.90851667
2,45,0.106059013,18.12609709
2,47,0.132305336,26.86986302
2,48,0.08755382,14.65368169
2,49,0.132581315,25.25843433
2,51,0.095340418,21.39519444
2,52,0.14988352,24.61527845
2,55,0.090456667,15.11242343
2,57,0.038613437,14.92702114
2,58,0.166818893,31.65453051
2,59,0.133689896,21.96554877
2,60,0.041848579,15.84519809
2,61,0.1203834,15.63959267
2,63,0.136722396,24.92250306
2,64,0.178059296,30.09381039
2,65,0.10840968,25.16133132
2,67,0.173838277,32.84058457
2,69,0.169052374,33.27121359
2,70,0.171116297,33.89587106
2,71,0.16551182,31.89028168
2,72,0.085759959,23.05884101
2,73,0.050397617,16.13110101
2,74,0.165554701,22.97239066
2,75,0.025852378,11.97303038
2,76,0.17573227,28.77322071
2,77,0.106707711,19.05857603
2,79,0.118201749,25.95437063
2,80,0.114165803,18.0917403
2,82,0.152793439,30.43683284
2,83,0.122332614,19.17246516
2,84,0.119197608,21.49012959
2,86,0.17863848,37.73166037
2,87,0.174130234,37.56091848
2,88,0.158150926,31.36572961
2,90,0.173879981,36.79682706
2,91,0.066996727,19.32818696
2,92,0.170654454,33.65448594
2,94,0.137765099,22.35862156
2,95,0.176925498,35.07833191
2,96,0.065315203,15.36527575
2,97,0.137772441,26.8867329
2,98,0.043153742,13.41301312
2,99,0.052783814,15.37175431
